TaxonName_org,TaxonTSN_org,TaxonName_nsOnly,TaxonTSN_nsOnly,TaxonNotes_nsOnly,TaxonName_nsOnly_intres,TaxonTSN_nsOnly_intres,TaxonName_nsNint_maxres,TaxonTSN_nsNint_maxres,TaxonName_nsNint_intres,TaxonTSN_nsNint_intres,SpecSSPGroup,Phylum/Division,CommonName,Synonyms,Citation,DataEntryStatus,DataEntryNotes
Caudina contractacauda,158526,Apodacea,158423,,Apodacea,158423,Apodacea,158423,Apodacea,158423,cucumber,Echinodermata,sea cucumber,,OBISGBIF,done,One prey entry (detritivore); one predator for a congener
Celleporella hyalina,201547,Gymnolaemata,155471,Very little genus- or species-specific marine bryozoan data.,Gymnolaemata,155471,Gymnolaemata,155471,Gymnolaemata,155471,bryozoan,Ectoprocta,bryozoan,Hippoporina hyalina,OBISGBIF,done,"Fair prey data from a single paper, one predator listed"
Celleporina ventricosa,no TSN,Gymnolaemata,155471,Very little genus- or species-specific marine bryozoan data.,Gymnolaemata,155471,Gymnolaemata,155471,Gymnolaemata,155471,bryozoan,Ectoprocta,bryozoan,,OBISGBIF,done,One prey entry (plankton); no predator data available
Centropages abdominalis,85762,Centropages,85761,"OK species-specific prey data, but not much for predators. Good predator data for the genus though, and lumping also adds some prey.",,drop,Centropages,85761,,drop,copepod,Arthropoda,copepod,Centropages mcmurrichi,OBISGBIF,done,Some predator and prey data for this genus
Ceramaster arcticus,156989,,dropped,"Only one prey entry, no preds listed",,dropped,,dropped,,dropped,star,Echinodermata,seastar,"Tosia arctica, Tosiaster arcticus",OBISGBIF,done,Detritivore (prey data limited); no predator data available
Ceratium pentagonum,10406,Ceratium,10397,"Pretty good pred data - lumping to order, class, or division does not add very many links.",Dinophyceae,9874,Ceratium,10397,Dinophyceae,9874,phytoplankton,Pyrrophycophyta,dinoflagellate,Ceratium subrobustum,OBISGBIF,done,Good predator data for several congeners
Ceratocephale,65955,Nereididae,65870,,Nereididae,65870,Nereididae,65870,Nereididae,65870,worm,Annelida,polychaete,,OBISGBIF,done,Two low-resolution prey and no predator data for this genus
Cerithiopsis stejnegeri,72024,Cerithiopsis,72023,,Cerithiopsis,72023,Cerithiopsis,72023,Cerithiopsis,72023,snail,Mollusca,gastropod,,OBISGBIF,done,Two prey items and one predator listed for this species
Chaetoceros concavicornis,2781,Chaetoceros ,2758,A large portion of the data for this genus is either not species-specific or for non-local species.,Bacillariophyta,2286,Chaetoceros ,2758,Bacillariophyta,2286,phytoplankton,Bacillariophyta,diatom,"Chaetoceros criophilus, Chaetoceros volans",OBISGBIF,done,No species-specific predators but lots for this genus
Chaetoceros furcellatus,no TSN,Chaetoceros ,2758,A large portion of the data for this genus is either not species-specific or for non-local species.,Bacillariophyta,2286,Chaetoceros ,2758,Bacillariophyta,2286,phytoplankton,Bacillariophyta,diatom,,OBISGBIF,done,No species-specific predators but lots for this genus
Chaetoceros septentrionalis,2825,Chaetoceros ,2758,A large portion of the data for this genus is either not species-specific or for non-local species.,Bacillariophyta,2286,Chaetoceros ,2758,Bacillariophyta,2286,phytoplankton,Bacillariophyta,diatom,Attheya septentrionalis,OBISGBIF,done,No species-specific predators but lots for this genus
Chaetoceros socialis,no TSN,Chaetoceros ,2758,A large portion of the data for this genus is either not species-specific or for non-local species.,Bacillariophyta,2286,Chaetoceros ,2758,Bacillariophyta,2286,phytoplankton,Bacillariophyta,diatom,,OBISGBIF,done,Some species-specific predators and lots more for this genus
Chaetoceros wighami,no TSN,Chaetoceros ,2758,A large portion of the data for this genus is either not species-specific or for non-local species.,Bacillariophyta,2286,Chaetoceros ,2758,Bacillariophyta,2286,phytoplankton,Bacillariophyta,diatom,"Chaetoceros biconcavus, Chaetoceeros bottnicus, Chaetoceros fallax, Chaetoceros perpusillus",OBISGBIF,done,No species-specific predators but lots for this genus
Chaetopterus variopedatus,67097,Chaetopteridae,67095,,Chaetopteridae,67095,Chaetopteridae,67095,Chaetopteridae,67095,worm,Annelida,polychaete,"Chaetopterus afer, Chaetopterus antarcticus, Chaetopterus appendiculatus, Chaetopterus australis, Chaetopterus brevis, Chaetopterus capensis, Chaetopterus cautus, Chaetopterus crosslandi, Chaetopterus hamatus, Chaetopterus insignis, Chaetopterus kagosimensis, Chaetopterus leuckarti, Chaetopterus longimanus, Chaetopterus longipes, Chaetopterus luteus, Chaetopterus macropus, Chaetopterus norvegicus, Chaetopterus pergamentaceus, Chaetopterus quatrefagesii, Chaetopterus sarsi, Chaetopterus takahashii, Chaetopterus valencinii, Chaetopterus variopedatus, Tricoelia variopedatus",OBISGBIF,done,A little low-resolution prey data; one predator entry (some additional data for Spiochaetopterus)
Chaetozone setosa,67157,Terebellidae,67899,,Terebellidae,67899,Terebellidae,67899,Terebellidae,67899,worm,Annelida,polychaete,Cirratulus longisetis,OBISGBIF,done,One prey entry (deposit feeder); three predators listed
Chama,81650,,dropped,Insufficient data for this genus and family.,,dropped,,dropped,,dropped,bivalve,Mollusca,bivalve,,OBISGBIF,done,One prey entry (plankton); a few predator entries for a couple species in this genus
Chauliodus macouni,162279,Stomiidae,162282,"A handful of pred entries for this species or genus, but no good prey data. Lumping to family adds prey links for Stomias and Tactostoma, which are similar in size and habits (and nasty-lookingness).",Stomiidae,162282,Stomiidae,162282,Stomiidae,162282,fish,Chordata,viperfish,,"Allen, Smith. 1988. Atlas and zoogeography of common fishes in the Bering Sea and Northeastern Pacific. NOAA Technical Report.",done,"Decent predator list, very few prey data available"
Chesnonia verrucosa,643895,,dropped,Insufficient data.,,dropped,,dropped,,dropped,fish,Chordata,poacher,"Agonus barkani, Brachyopsis verrucosa, Occa verrucosa, Occella verrucosa","Allen, Smith. 1988. Atlas and zoogeography of common fishes in the Bering Sea and Northeastern Pacific. NOAA Technical Report.",done,"No data available for this genus, some data for congeners of synonyms Agonus and Occella"
Chionoecetes angulatus,98430,,drop,Some mediocre pred data.,,drop,,drop,,drop,crab,Arthropoda,crab,Chionoecetes japonicus,OBISGBIF,done,some predator data
Chionoecetes bairdi,98429,Chionoecetes bairdi,98429,Great prey and pred data.,Chionoecetes bairdi,98429,Chionoecetes bairdi,98429,Chionoecetes bairdi,98429,crab,Arthropoda,crab,,OBISGBIF,done,Lots of prey data but mostly low-resolution; great predator data
Chionoecetes opilio,98428,Chionoecetes opilio,98428,Great prey and pred data.,Chionoecetes opilio,98428,Chionoecetes opilio,98428,Chionoecetes opilio,98428,crab,Arthropoda,crab,"Cancer opilio, Chionoecetes behringianus, Chionoecetes chilensis, Peloplastus pallasi",NOAA World Ocean Database,done,Good prey data; good predator data
Chionoecetes tanneri,98431,,dropped,Some mediocre pred data.,,dropped,,dropped,,dropped,crab,Arthropoda,crab,,OBISGBIF,done,"some predator data, no prey data"
Chiridota laevis,158469,Apodacea,158423,,Apodacea,158423,Apodacea,158423,Apodacea,158423,cucumber,Echinodermata,sea cucumber,"Chiridota groenlandica, Chiridota spirourna, Holothuria laevis, Holothuria pellucida",OBISGBIF,done,"no prey data for this species, no predator data except parasites; some pred and prey data for congeners of the synonym Holothuria"
Chirolophis tarsodes,171566,,dropped,Insufficient data - can't lump to family b/c lots of other genera with good data.,,dropped,,dropped,,dropped,fish,Chordata,warbonnet,Bryostemma tarsodes,OBISGBIF,done,"rare species, one prey item and one predator for a congener"
Chirona alaskana,no TSN,,dropped,No good data available.,,dropped,,dropped,,dropped,barnacle,Arthropoda,barnacle,,OBISGBIF,done,One prey entry (plankton); no predator data available
Chlamys cosibensis,no TSN,Pectinidae,79611,Including non-local members of this family adds several local predator links and some good prey data.,Pectinidae,79611,Pectinidae,79611,Pectinidae,79611,bivalve,Mollusca,bivalve,,OBISGBIF,done,One prey entry (phytoplankton); good predator data for congeners
Chlamys rubida,79617,Pectinidae,79611,,Pectinidae,79611,Pectinidae,79611,Pectinidae,79611,bivalve,Mollusca,bivalve,"Pecten jordani, Pecten hindsii",OBISGBIF,done,One prey entry (phytoplankton); some species-specific predator data and good predator data for the genus; some additional predator and prey data for congeners of synonyms Pecten jordani and P. hindsii
Chondracanthus pinguis,89324,Chondracanthus pinguis,89324,"Members of this species may be specialist parasites on the genus Sebastes, so can't use congener data",,drop,Chondracanthus pinguis,89324,,drop,copepod,Arthropoda,parasitic copepod,Chondracanthus slastnicovi,"Moles, Heifetz, Love. 1998. Metazoan parasites as potential markers for selected Gulf of Alaska rockfishes. ",done,Some limited host data for this species and a congener (members of this species may be specialist parasites on the genus Sebastes)
Chone gracilis,68078,Sabellidae,68076,,Sabellidae,68076,Sabellidae,68076,Sabellidae,68076,worm,Annelida,polychaete,,OBISGBIF,done,One prey entry (plankton); some limited predator data for this genus
Chone magna,68083,Sabellidae,68076,,Sabellidae,68076,Sabellidae,68076,Sabellidae,68076,worm,Annelida,polychaete,Euchone magna,OBISGBIF,done,One prey entry (plankton); some limited predator data for this genus
Chrysaora melanaster,51641,Chrysaora,51640,"OK species-specific data, but lumping to genus adds several prey links.",,dropped,Chrysaora,51640,,dropped,jellyfish,Cnidaria,jellyfish,Chrysaora depressa,Brodeur et al. 2007. Rise and fall of jellyfish in the eastern Bering Sea in relation to climate change shifts. Progress in Oceanography 77: 103-111. ,done,"Good prey data; little predator data for the species, a few predators for the genus - mainly seabirds"
Chrysogorgia,52299,Octocorallia,52004,Good data for this subclass.,Octocorallia,52004,Octocorallia,52004,Octocorallia,52004,octocoral,Cnidaria,gorgonian,Dasygorgia,OBISGBIF,done,One prey entry (plankton); no predator data available
Citharichthys sordidus,172716,Citharichthys,172715,"This species has OK pred and prey data, but including congener C. stigmaeus and non-species specific Citharichthys data provides lots of additional high-resolution pred and prey links.",Citharichthys,172715,Citharichthys,172715,Citharichthys,172715,fish,Chordata,sanddab,Psettichthys sordidus,"Allen, Smith. 1988. Atlas and zoogeography of common fishes in the Bering Sea and Northeastern Pacific. NOAA Technical Report.",done,"Good prey list, good predator list"
Cladophoraceae,6746,Cladophoraceae,6746,"Good data for Cladophora and Chaetomorpha. Cladophora is pretty intertidal, but occurs in tide pools so maybe OK to include.",Cladophoraceae,6746,Cladophoraceae,6746,Cladophoraceae,6746,green alga,Chlorophyta,seaweed,,Intertidal web,done,
Clausocalanus arcuicornis,85353,Clausocalanidae,610015,"Data for any one species is a bit patchy, and lumping to family adds several local pred links for non-local spp. of Clausocalanidae.",,drop,Clausocalanidae,610015,,drop,copepod,Arthropoda,copepod,"Calanus arcuicornis, Calanus mastigophorus, Clausocalanus mastigophorus, Eucalanus mastigophorus",OBISGBIF,done,"Fair prey and good predator data for this genus, no species-specific references"
Clavella parva,89359,Clavella parva,89359,Best to stick with species-specific prey for parasites,,drop,Clavella parva,89359,,drop,copepod,Arthropoda,parasitic copepod,,"Moles, Heifetz, Love. 1998. Metazoan parasites as potential markers for selected Gulf of Alaska rockfishes. ",done,Good host data; more for congeners
Clavularia rigida,no TSN,Octocorallia,52004,Good data for this subclass.,Octocorallia,52004,Octocorallia,52004,Octocorallia,52004,octocoral,Cnidaria,anemone,,OBISGBIF,done,Some low-resolution prey for this species and congeners; a few predators for congeners but none that occur near Sanak
Clidoderma asperrimum,172864,,dropped,Prey data too low-resolution to be useful - only 5 or 6 links total. Several species with good data within the family.,,dropped,,dropped,,dropped,fish,Chordata,flounder,Platessa asperrima,OBISGBIF,done,"good prey data, no predator data"
Clinocardium ciliatum,80867,Clinocardium,80866,Lumping to genus adds several local predators. All useful prey data is for C. nuttallii.,Clinocardium,80866,Clinocardium,80866,Clinocardium,80866,clam,Mollusca,bivalve,Ciliatocardium ciliatum,OBISGBIF,done,One prey entry (plankton); some predator data for the genus
Clinocardium hannibali,no TSN,Clinocardium,80866,,Clinocardium,80866,Clinocardium,80866,Clinocardium,80866,clam,Mollusca,bivalve,,OBISGBIF,done,One prey entry (plankton); some predator data for the genus
Clinocardium meekianum,no TSN,Clinocardium,80866,,Clinocardium,80866,Clinocardium,80866,Clinocardium,80866,clam,Mollusca,bivalve,,OBISGBIF,done,One prey entry (plankton); some predator data for the genus
Clinocardium nuttallii,80873,Clinocardium,80866,,Clinocardium,80866,Clinocardium,80866,Clinocardium,80866,clam,Mollusca,bivalve,Clinocardium californiense,OBISGBIF,done,some species-specific prey data and a few more entries for congeners; some predator data for the genus
Clinocardium pristinum,no TSN,Clinocardium,80866,,Clinocardium,80866,Clinocardium,80866,Clinocardium,80866,clam,Mollusca,bivalve,,OBISGBIF,done,One prey entry (plankton); some predator data for the genus
Clinocottus acuticeps,167223,Clinocottus,167222,Lumping to genus adds lots of good prey data for congeners. This genus seems to all be very nearshore (many prey are intertidal spp.),Clinocottus,167222,Clinocottus,167222,Clinocottus,167222,fish,Chordata,sculpin,"Blennicottus acuticeps, Oligocottus ocuticeps, Oxycottus acuticeps",OBISGBIF,done,"Many prey listed for several congeners, few for this species; only one predator listed"
Clinocottus globiceps,167226,Clinocottus,167222,Lumping to genus adds lots of good prey data for congeners. This genus seems to all be very nearshore (many prey are intertidal spp.),Clinocottus,167222,Clinocottus,167222,Clinocottus,167222,fish,Chordata,sculpin,"Blennicottus globiceps, Oligocottus globiceps",OBISGBIF,done,Fairly good prey data; no predator data
Clione limacina,78089,Clione limacina,78089,,,drop,Clione limacina,78089,,drop,pteropod,Mollusca,pteropod,Clio borealis,NOAA World Ocean Database,done,Prey specialist (eats only other pteropods); many predators listed for pteropods in general
Clupea pallasii,551209,Clupea pallasii,551209,,Clupea pallasii,551209,Clupea pallasii,551209,Clupea pallasii,551209,fish,Chordata,herring,"Clupea harengus pallasi, Clupea inermis, Clupea lineolata, Spratelloides bryoporus","Allen, Smith. 1988. Atlas and zoogeography of common fishes in the Bering Sea and Northeastern Pacific. NOAA Technical Report.",done,Many prey listed for this species and Atlantic congener C. harengus; lots and lots of predators in database
Cnemidocarpa rhizopus,159247,,drop,"Very little data for specific sessile tunicate species, but more predators listed for this class.",,drop,,drop,,drop,tunicate,Chordata,tunicate,"Cnemidocarpa sabulifera, Styela rhizopus, Styela sabulifera, Tethyum rhizopus",OBISGBIF,done,"No pred or prey data available for this genus, but some predator and prey data for congeners of synonym Styela"
Cocconeis pellucida,3621,Cocconeis,3577,,Bacillariophyta,2286,Cocconeis,3577,Bacillariophyta,2286,phytoplankton,Bacillariophyta,diatom,,OBISGBIF,done,"No species-specific predator data available, but good predator data for several congeners"
Cochlodesma bainbridgensis,no TSN,,dropped,"Insufficient data for genus, family and order.",,dropped,,dropped,,dropped,bivalve,Mollusca,bivalve,,OBISGBIF,done,"A few prey entries (detritus, plankton); no predator list"
Codiaceae,6895,Codiaceae,6895,"Good data for Codium, which can occur subtidally.",Codiaceae,6895,Codiaceae,6895,Codiaceae,6895,green alga,Chlorophyta,seaweed,,Intertidal web,done,
Colpomenia,11424,Colpomenia,11424,Mediocre grazer data.,Colpomenia,11424,Colpomenia,11424,Colpomenia,11424,brown alga,Phaeophyta,seaweed,,Intertidal web,done,Wikipedia says it is found in depths to 3m.
